id,text,option_a,option_b,option_c,option_d,correct,source,topic,type
677,"A question about grounding appears. In ASME A17.5, what is the best first category to open?",Electrical equipment and wiring requirements,Construction-site hoist use,Accessibility dimensions,Existing escalator guidance,A,ASME A17.5,electrical equipment,toc_navigation
678,Which entry in ASME A17.5 is most likely to lead you to lighting?,Existing escalator guidance,Accessibility dimensions,Electrical equipment and wiring requirements,Construction-site hoist use,C,ASME A17.5,electrical equipment,toc_navigation
679,"If the issue concerns pit ladders, which ASME A17.5 topic should you search first?",Construction-site hoist use,Existing escalator guidance,Electrical equipment and wiring requirements,Accessibility dimensions,C,ASME A17.5,electrical equipment,toc_navigation
680,"A question about car operating panels appears. In ASME A17.5, what is the best first category to open?",Existing escalator guidance,Electrical equipment and wiring requirements,Construction-site hoist use,Accessibility dimensions,B,ASME A17.5,electrical equipment,toc_navigation
681,Which entry in ASME A17.5 is most likely to lead you to accessibility dimensions?,Electrical equipment and wiring requirements,Construction-site hoist use,Accessibility dimensions,Existing escalator guidance,A,ASME A17.5,electrical equipment,toc_navigation
682,"If the issue concerns shunt trip, which ASME A17.5 topic should you search first?",Accessibility dimensions,Existing escalator guidance,Electrical equipment and wiring requirements,Construction-site hoist use,C,ASME A17.5,electrical equipment,toc_navigation
683,"A question about machine rooms appears. In ASME A17.5, what is the best first category to open?",Existing escalator guidance,Accessibility dimensions,Electrical equipment and wiring requirements,Construction-site hoist use,C,ASME A17.5,electrical equipment,toc_navigation
684,Which entry in ASME A17.5 is most likely to lead you to control spaces?,Existing escalator guidance,Accessibility dimensions,Construction-site hoist use,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
685,"If the issue concerns pits, which ASME A17.5 topic should you search first?",Existing escalator guidance,Electrical equipment and wiring requirements,Accessibility dimensions,Construction-site hoist use,B,ASME A17.5,electrical equipment,toc_navigation
686,"A question about car enclosures appears. In ASME A17.5, what is the best first category to open?",Existing escalator guidance,Electrical equipment and wiring requirements,Accessibility dimensions,Construction-site hoist use,B,ASME A17.5,electrical equipment,toc_navigation
687,Which entry in ASME A17.5 is most likely to lead you to fire service?,Construction-site hoist use,Existing escalator guidance,Accessibility dimensions,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
688,"If the issue concerns electrical disconnects, which ASME A17.5 topic should you search first?",Accessibility dimensions,Electrical equipment and wiring requirements,Construction-site hoist use,Existing escalator guidance,B,ASME A17.5,electrical equipment,toc_navigation
689,"A question about working clearances appears. In ASME A17.5, what is the best first category to open?",Construction-site hoist use,Electrical equipment and wiring requirements,Accessibility dimensions,Existing escalator guidance,B,ASME A17.5,electrical equipment,toc_navigation
690,Which entry in ASME A17.5 is most likely to lead you to refuge spaces?,Electrical equipment and wiring requirements,Existing escalator guidance,Construction-site hoist use,Accessibility dimensions,A,ASME A17.5,electrical equipment,toc_navigation
691,"If the issue concerns handrails, which ASME A17.5 topic should you search first?",Construction-site hoist use,Accessibility dimensions,Electrical equipment and wiring requirements,Existing escalator guidance,C,ASME A17.5,electrical equipment,toc_navigation
692,"A question about step demarcation appears. In ASME A17.5, what is the best first category to open?",Accessibility dimensions,Construction-site hoist use,Electrical equipment and wiring requirements,Existing escalator guidance,C,ASME A17.5,electrical equipment,toc_navigation
693,Which entry in ASME A17.5 is most likely to lead you to platform lift landings?,Accessibility dimensions,Existing escalator guidance,Electrical equipment and wiring requirements,Construction-site hoist use,C,ASME A17.5,electrical equipment,toc_navigation
694,"If the issue concerns door locking devices, which ASME A17.5 topic should you search first?",Existing escalator guidance,Construction-site hoist use,Accessibility dimensions,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
695,"A question about safeties appears. In ASME A17.5, what is the best first category to open?",Accessibility dimensions,Electrical equipment and wiring requirements,Existing escalator guidance,Construction-site hoist use,B,ASME A17.5,electrical equipment,toc_navigation
696,Which entry in ASME A17.5 is most likely to lead you to signage?,Electrical equipment and wiring requirements,Construction-site hoist use,Existing escalator guidance,Accessibility dimensions,A,ASME A17.5,electrical equipment,toc_navigation
697,"If the issue concerns maintenance records, which ASME A17.5 topic should you search first?",Existing escalator guidance,Construction-site hoist use,Electrical equipment and wiring requirements,Accessibility dimensions,C,ASME A17.5,electrical equipment,toc_navigation
698,"A question about tests appears. In ASME A17.5, what is the best first category to open?",Electrical equipment and wiring requirements,Accessibility dimensions,Construction-site hoist use,Existing escalator guidance,A,ASME A17.5,electrical equipment,toc_navigation
699,Which entry in ASME A17.5 is most likely to lead you to alterations?,Accessibility dimensions,Construction-site hoist use,Electrical equipment and wiring requirements,Existing escalator guidance,C,ASME A17.5,electrical equipment,toc_navigation
700,"If the issue concerns temporary personnel hoists, which ASME A17.5 topic should you search first?",Accessibility dimensions,Electrical equipment and wiring requirements,Construction-site hoist use,Existing escalator guidance,B,ASME A17.5,electrical equipment,toc_navigation
701,"A question about construction barricades appears. In ASME A17.5, what is the best first category to open?",Electrical equipment and wiring requirements,Accessibility dimensions,Existing escalator guidance,Construction-site hoist use,A,ASME A17.5,electrical equipment,toc_navigation
702,Which entry in ASME A17.5 is most likely to lead you to wiring methods?,Construction-site hoist use,Electrical equipment and wiring requirements,Existing escalator guidance,Accessibility dimensions,B,ASME A17.5,electrical equipment,toc_navigation
703,"If the issue concerns machine-room ventilation, which ASME A17.5 topic should you search first?",Construction-site hoist use,Electrical equipment and wiring requirements,Existing escalator guidance,Accessibility dimensions,B,ASME A17.5,electrical equipment,toc_navigation
704,"A question about access doors appears. In ASME A17.5, what is the best first category to open?",Accessibility dimensions,Electrical equipment and wiring requirements,Existing escalator guidance,Construction-site hoist use,B,ASME A17.5,electrical equipment,toc_navigation
705,Which entry in ASME A17.5 is most likely to lead you to clear floor space?,Accessibility dimensions,Existing escalator guidance,Electrical equipment and wiring requirements,Construction-site hoist use,C,ASME A17.5,electrical equipment,toc_navigation
706,"If the issue concerns hall stations, which ASME A17.5 topic should you search first?",Construction-site hoist use,Existing escalator guidance,Accessibility dimensions,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
707,"A question about elevator lobby protection appears. In ASME A17.5, what is the best first category to open?",Construction-site hoist use,Electrical equipment and wiring requirements,Existing escalator guidance,Accessibility dimensions,B,ASME A17.5,electrical equipment,toc_navigation
708,Which entry in ASME A17.5 is most likely to lead you to overcurrent protection?,Construction-site hoist use,Accessibility dimensions,Electrical equipment and wiring requirements,Existing escalator guidance,C,ASME A17.5,electrical equipment,toc_navigation
709,"If the issue concerns machinery spaces, which ASME A17.5 topic should you search first?",Electrical equipment and wiring requirements,Accessibility dimensions,Construction-site hoist use,Existing escalator guidance,A,ASME A17.5,electrical equipment,toc_navigation
710,"A question about hoistways appears. In ASME A17.5, what is the best first category to open?",Existing escalator guidance,Construction-site hoist use,Accessibility dimensions,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
711,Which entry in ASME A17.5 is most likely to lead you to buffers?,Existing escalator guidance,Construction-site hoist use,Accessibility dimensions,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
712,"If the issue concerns door reopening devices, which ASME A17.5 topic should you search first?",Existing escalator guidance,Construction-site hoist use,Electrical equipment and wiring requirements,Accessibility dimensions,C,ASME A17.5,electrical equipment,toc_navigation
713,"A question about standby power appears. In ASME A17.5, what is the best first category to open?",Accessibility dimensions,Construction-site hoist use,Electrical equipment and wiring requirements,Existing escalator guidance,C,ASME A17.5,electrical equipment,toc_navigation
714,Which entry in ASME A17.5 is most likely to lead you to controller access?,Electrical equipment and wiring requirements,Accessibility dimensions,Existing escalator guidance,Construction-site hoist use,A,ASME A17.5,electrical equipment,toc_navigation
715,"If the issue concerns top-of-car clearances, which ASME A17.5 topic should you search first?",Electrical equipment and wiring requirements,Accessibility dimensions,Construction-site hoist use,Existing escalator guidance,A,ASME A17.5,electrical equipment,toc_navigation
716,"A question about escalator skirt panels appears. In ASME A17.5, what is the best first category to open?",Construction-site hoist use,Existing escalator guidance,Accessibility dimensions,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
717,Which entry in ASME A17.5 is most likely to lead you to combplates?,Accessibility dimensions,Existing escalator guidance,Construction-site hoist use,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
718,"If the issue concerns moving walks, which ASME A17.5 topic should you search first?",Construction-site hoist use,Accessibility dimensions,Existing escalator guidance,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
719,"A question about wheelchair turning space appears. In ASME A17.5, what is the best first category to open?",Existing escalator guidance,Accessibility dimensions,Construction-site hoist use,Electrical equipment and wiring requirements,D,ASME A17.5,electrical equipment,toc_navigation
720,Which entry in ASME A17.5 is most likely to lead you to governors?,Electrical equipment and wiring requirements,Existing escalator guidance,Accessibility dimensions,Construction-site hoist use,A,ASME A17.5,electrical equipment,toc_navigation
721,"For door reopening devices on a construction site, which reference should you open first?",NYC Electrical Code,ASME A90.1,ANSI A10.4,ICC A117.1,C,ANSI A10.4,personnel hoists,toc_navigation
722,A question is about standby power during construction. Which ANSI source is the best starting point?,NYC Electrical Code,ASME A90.1,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
723,Where would you begin looking for controller access on temporary hoisting equipment?,NYC Electrical Code,ASME A90.1,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
724,"For top-of-car clearances on a construction site, which reference should you open first?",ICC A117.1,ASME A90.1,NYC Electrical Code,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
725,A question is about escalator skirt panels during construction. Which ANSI source is the best starting point?,ICC A117.1,ANSI A10.4,NYC Electrical Code,ASME A90.1,B,ANSI A10.4,personnel hoists,toc_navigation
726,Where would you begin looking for combplates on temporary hoisting equipment?,ANSI A10.4,ASME A90.1,ICC A117.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
727,"For moving walks on a construction site, which reference should you open first?",NYC Electrical Code,ASME A90.1,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
728,A question is about wheelchair turning space during construction. Which ANSI source is the best starting point?,ASME A90.1,ANSI A10.4,ICC A117.1,NYC Electrical Code,B,ANSI A10.4,personnel hoists,toc_navigation
729,Where would you begin looking for governors on temporary hoisting equipment?,ASME A90.1,ANSI A10.4,ICC A117.1,NYC Electrical Code,B,ANSI A10.4,personnel hoists,toc_navigation
730,"For counterweights on a construction site, which reference should you open first?",ANSI A10.4,ICC A117.1,ASME A90.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
731,A question is about emergency operations during construction. Which ANSI source is the best starting point?,ANSI A10.4,ASME A90.1,NYC Electrical Code,ICC A117.1,A,ANSI A10.4,personnel hoists,toc_navigation
732,Where would you begin looking for inspections on temporary hoisting equipment?,ASME A90.1,NYC Electrical Code,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
733,"For acceptance inspections on a construction site, which reference should you open first?",ASME A90.1,ICC A117.1,NYC Electrical Code,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
734,A question is about existing installations during construction. Which ANSI source is the best starting point?,NYC Electrical Code,ICC A117.1,ASME A90.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
735,Where would you begin looking for conveyor guarding on temporary hoisting equipment?,ASME A90.1,NYC Electrical Code,ANSI A10.4,ICC A117.1,C,ANSI A10.4,personnel hoists,toc_navigation
736,"For demolition protection on a construction site, which reference should you open first?",ICC A117.1,ANSI A10.4,NYC Electrical Code,ASME A90.1,B,ANSI A10.4,personnel hoists,toc_navigation
737,A question is about grounding during construction. Which ANSI source is the best starting point?,ANSI A10.4,ASME A90.1,ICC A117.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
738,Where would you begin looking for lighting on temporary hoisting equipment?,NYC Electrical Code,ANSI A10.4,ICC A117.1,ASME A90.1,B,ANSI A10.4,personnel hoists,toc_navigation
739,"For pit ladders on a construction site, which reference should you open first?",ICC A117.1,ANSI A10.4,ASME A90.1,NYC Electrical Code,B,ANSI A10.4,personnel hoists,toc_navigation
740,A question is about car operating panels during construction. Which ANSI source is the best starting point?,ANSI A10.4,ICC A117.1,ASME A90.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
741,Where would you begin looking for accessibility dimensions on temporary hoisting equipment?,ANSI A10.4,ICC A117.1,NYC Electrical Code,ASME A90.1,A,ANSI A10.4,personnel hoists,toc_navigation
742,"For shunt trip on a construction site, which reference should you open first?",ASME A90.1,ICC A117.1,ANSI A10.4,NYC Electrical Code,C,ANSI A10.4,personnel hoists,toc_navigation
743,A question is about machine rooms during construction. Which ANSI source is the best starting point?,ICC A117.1,NYC Electrical Code,ANSI A10.4,ASME A90.1,C,ANSI A10.4,personnel hoists,toc_navigation
744,Where would you begin looking for control spaces on temporary hoisting equipment?,ASME A90.1,ANSI A10.4,ICC A117.1,NYC Electrical Code,B,ANSI A10.4,personnel hoists,toc_navigation
745,"For pits on a construction site, which reference should you open first?",NYC Electrical Code,ANSI A10.4,ICC A117.1,ASME A90.1,B,ANSI A10.4,personnel hoists,toc_navigation
746,A question is about car enclosures during construction. Which ANSI source is the best starting point?,NYC Electrical Code,ICC A117.1,ASME A90.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
747,Where would you begin looking for fire service on temporary hoisting equipment?,ICC A117.1,ASME A90.1,ANSI A10.4,NYC Electrical Code,C,ANSI A10.4,personnel hoists,toc_navigation
748,"For electrical disconnects on a construction site, which reference should you open first?",ASME A90.1,NYC Electrical Code,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
749,A question is about working clearances during construction. Which ANSI source is the best starting point?,ASME A90.1,NYC Electrical Code,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
750,Where would you begin looking for refuge spaces on temporary hoisting equipment?,ASME A90.1,NYC Electrical Code,ANSI A10.4,ICC A117.1,C,ANSI A10.4,personnel hoists,toc_navigation
751,"For handrails on a construction site, which reference should you open first?",ANSI A10.4,ASME A90.1,ICC A117.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
752,A question is about step demarcation during construction. Which ANSI source is the best starting point?,ASME A90.1,NYC Electrical Code,ANSI A10.4,ICC A117.1,C,ANSI A10.4,personnel hoists,toc_navigation
753,Where would you begin looking for platform lift landings on temporary hoisting equipment?,ANSI A10.4,ICC A117.1,NYC Electrical Code,ASME A90.1,A,ANSI A10.4,personnel hoists,toc_navigation
754,"For door locking devices on a construction site, which reference should you open first?",ASME A90.1,ICC A117.1,ANSI A10.4,NYC Electrical Code,C,ANSI A10.4,personnel hoists,toc_navigation
755,A question is about safeties during construction. Which ANSI source is the best starting point?,ASME A90.1,ICC A117.1,NYC Electrical Code,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
756,Where would you begin looking for signage on temporary hoisting equipment?,NYC Electrical Code,ANSI A10.4,ICC A117.1,ASME A90.1,B,ANSI A10.4,personnel hoists,toc_navigation
757,"For maintenance records on a construction site, which reference should you open first?",ASME A90.1,ANSI A10.4,NYC Electrical Code,ICC A117.1,B,ANSI A10.4,personnel hoists,toc_navigation
758,A question is about tests during construction. Which ANSI source is the best starting point?,ICC A117.1,ASME A90.1,ANSI A10.4,NYC Electrical Code,C,ANSI A10.4,personnel hoists,toc_navigation
759,Where would you begin looking for alterations on temporary hoisting equipment?,ASME A90.1,ICC A117.1,NYC Electrical Code,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
760,"For temporary personnel hoists on a construction site, which reference should you open first?",ICC A117.1,ANSI A10.4,ASME A90.1,NYC Electrical Code,B,ANSI A10.4,personnel hoists,toc_navigation
761,A question is about construction barricades during construction. Which ANSI source is the best starting point?,NYC Electrical Code,ICC A117.1,ANSI A10.4,ASME A90.1,C,ANSI A10.4,personnel hoists,toc_navigation
762,Where would you begin looking for wiring methods on temporary hoisting equipment?,ANSI A10.4,NYC Electrical Code,ASME A90.1,ICC A117.1,A,ANSI A10.4,personnel hoists,toc_navigation
763,"For machine-room ventilation on a construction site, which reference should you open first?",ICC A117.1,ANSI A10.4,NYC Electrical Code,ASME A90.1,B,ANSI A10.4,personnel hoists,toc_navigation
764,A question is about access doors during construction. Which ANSI source is the best starting point?,ASME A90.1,ANSI A10.4,ICC A117.1,NYC Electrical Code,B,ANSI A10.4,personnel hoists,toc_navigation
765,Where would you begin looking for clear floor space on temporary hoisting equipment?,ANSI A10.4,ICC A117.1,ASME A90.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
766,"For hall stations on a construction site, which reference should you open first?",ANSI A10.4,ICC A117.1,ASME A90.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
767,A question is about elevator lobby protection during construction. Which ANSI source is the best starting point?,ICC A117.1,ANSI A10.4,ASME A90.1,NYC Electrical Code,B,ANSI A10.4,personnel hoists,toc_navigation
768,Where would you begin looking for overcurrent protection on temporary hoisting equipment?,ANSI A10.4,ICC A117.1,ASME A90.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
769,"For machinery spaces on a construction site, which reference should you open first?",ASME A90.1,ICC A117.1,ANSI A10.4,NYC Electrical Code,C,ANSI A10.4,personnel hoists,toc_navigation
770,A question is about hoistways during construction. Which ANSI source is the best starting point?,ICC A117.1,NYC Electrical Code,ANSI A10.4,ASME A90.1,C,ANSI A10.4,personnel hoists,toc_navigation
771,Where would you begin looking for buffers on temporary hoisting equipment?,ASME A90.1,NYC Electrical Code,ANSI A10.4,ICC A117.1,C,ANSI A10.4,personnel hoists,toc_navigation
772,"For door reopening devices on a construction site, which reference should you open first?",ICC A117.1,ASME A90.1,NYC Electrical Code,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
773,A question is about standby power during construction. Which ANSI source is the best starting point?,ICC A117.1,ASME A90.1,NYC Electrical Code,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
774,Where would you begin looking for controller access on temporary hoisting equipment?,ASME A90.1,ICC A117.1,ANSI A10.4,NYC Electrical Code,C,ANSI A10.4,personnel hoists,toc_navigation
775,"For top-of-car clearances on a construction site, which reference should you open first?",NYC Electrical Code,ANSI A10.4,ASME A90.1,ICC A117.1,B,ANSI A10.4,personnel hoists,toc_navigation
776,A question is about escalator skirt panels during construction. Which ANSI source is the best starting point?,NYC Electrical Code,ASME A90.1,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
777,Where would you begin looking for combplates on temporary hoisting equipment?,ASME A90.1,ANSI A10.4,ICC A117.1,NYC Electrical Code,B,ANSI A10.4,personnel hoists,toc_navigation
778,"For moving walks on a construction site, which reference should you open first?",ASME A90.1,NYC Electrical Code,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
779,A question is about wheelchair turning space during construction. Which ANSI source is the best starting point?,NYC Electrical Code,ASME A90.1,ANSI A10.4,ICC A117.1,C,ANSI A10.4,personnel hoists,toc_navigation
780,Where would you begin looking for governors on temporary hoisting equipment?,ANSI A10.4,ASME A90.1,NYC Electrical Code,ICC A117.1,A,ANSI A10.4,personnel hoists,toc_navigation
781,"For counterweights on a construction site, which reference should you open first?",NYC Electrical Code,ICC A117.1,ASME A90.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
782,A question is about emergency operations during construction. Which ANSI source is the best starting point?,ICC A117.1,ANSI A10.4,NYC Electrical Code,ASME A90.1,B,ANSI A10.4,personnel hoists,toc_navigation
783,Where would you begin looking for inspections on temporary hoisting equipment?,ASME A90.1,ICC A117.1,ANSI A10.4,NYC Electrical Code,C,ANSI A10.4,personnel hoists,toc_navigation
784,"For acceptance inspections on a construction site, which reference should you open first?",ASME A90.1,ANSI A10.4,NYC Electrical Code,ICC A117.1,B,ANSI A10.4,personnel hoists,toc_navigation
785,A question is about existing installations during construction. Which ANSI source is the best starting point?,NYC Electrical Code,ASME A90.1,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
786,Where would you begin looking for conveyor guarding on temporary hoisting equipment?,NYC Electrical Code,ICC A117.1,ASME A90.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
787,"For demolition protection on a construction site, which reference should you open first?",ANSI A10.4,ASME A90.1,ICC A117.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
788,A question is about grounding during construction. Which ANSI source is the best starting point?,ANSI A10.4,ICC A117.1,ASME A90.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
789,Where would you begin looking for lighting on temporary hoisting equipment?,ICC A117.1,ASME A90.1,ANSI A10.4,NYC Electrical Code,C,ANSI A10.4,personnel hoists,toc_navigation
790,"For pit ladders on a construction site, which reference should you open first?",ANSI A10.4,ASME A90.1,ICC A117.1,NYC Electrical Code,A,ANSI A10.4,personnel hoists,toc_navigation
791,A question is about car operating panels during construction. Which ANSI source is the best starting point?,ANSI A10.4,NYC Electrical Code,ASME A90.1,ICC A117.1,A,ANSI A10.4,personnel hoists,toc_navigation
792,Where would you begin looking for accessibility dimensions on temporary hoisting equipment?,ANSI A10.4,NYC Electrical Code,ASME A90.1,ICC A117.1,A,ANSI A10.4,personnel hoists,toc_navigation
793,"For shunt trip on a construction site, which reference should you open first?",ANSI A10.4,ICC A117.1,NYC Electrical Code,ASME A90.1,A,ANSI A10.4,personnel hoists,toc_navigation
794,A question is about machine rooms during construction. Which ANSI source is the best starting point?,ASME A90.1,NYC Electrical Code,ICC A117.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
795,Where would you begin looking for control spaces on temporary hoisting equipment?,ICC A117.1,ANSI A10.4,NYC Electrical Code,ASME A90.1,B,ANSI A10.4,personnel hoists,toc_navigation
796,"For pits on a construction site, which reference should you open first?",NYC Electrical Code,ICC A117.1,ASME A90.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
797,A question is about car enclosures during construction. Which ANSI source is the best starting point?,NYC Electrical Code,ANSI A10.4,ASME A90.1,ICC A117.1,B,ANSI A10.4,personnel hoists,toc_navigation
798,Where would you begin looking for fire service on temporary hoisting equipment?,ICC A117.1,ANSI A10.4,ASME A90.1,NYC Electrical Code,B,ANSI A10.4,personnel hoists,toc_navigation
799,"For electrical disconnects on a construction site, which reference should you open first?",ICC A117.1,NYC Electrical Code,ASME A90.1,ANSI A10.4,D,ANSI A10.4,personnel hoists,toc_navigation
800,A question is about working clearances during construction. Which ANSI source is the best starting point?,ASME A90.1,ANSI A10.4,NYC Electrical Code,ICC A117.1,B,ANSI A10.4,personnel hoists,toc_navigation
801,Which reference should you open first for construction barricades involving platform lifts or stairway chairlifts?,Construction demolition safety,Platform lifts and stairway chairlifts,Existing elevators,Conveyors,B,ASME A90.1,platform lifts,toc_navigation
802,A code question mentions wiring methods for a platform lift. Where should you start?,Platform lifts and stairway chairlifts,Conveyors,Construction demolition safety,Existing elevators,A,ASME A90.1,platform lifts,toc_navigation
803,"To navigate to rules on machine-room ventilation, which A90.1 topic is the best first stop?",Existing elevators,Construction demolition safety,Conveyors,Platform lifts and stairway chairlifts,D,ASME A90.1,platform lifts,toc_navigation
804,Which reference should you open first for access doors involving platform lifts or stairway chairlifts?,Construction demolition safety,Existing elevators,Platform lifts and stairway chairlifts,Conveyors,C,ASME A90.1,platform lifts,toc_navigation
805,A code question mentions clear floor space for a platform lift. Where should you start?,Existing elevators,Conveyors,Platform lifts and stairway chairlifts,Construction demolition safety,C,ASME A90.1,platform lifts,toc_navigation
806,"To navigate to rules on hall stations, which A90.1 topic is the best first stop?",Existing elevators,Conveyors,Platform lifts and stairway chairlifts,Construction demolition safety,C,ASME A90.1,platform lifts,toc_navigation
807,Which reference should you open first for elevator lobby protection involving platform lifts or stairway chairlifts?,Conveyors,Construction demolition safety,Platform lifts and stairway chairlifts,Existing elevators,C,ASME A90.1,platform lifts,toc_navigation
808,A code question mentions overcurrent protection for a platform lift. Where should you start?,Construction demolition safety,Platform lifts and stairway chairlifts,Existing elevators,Conveyors,B,ASME A90.1,platform lifts,toc_navigation
809,"To navigate to rules on machinery spaces, which A90.1 topic is the best first stop?",Existing elevators,Platform lifts and stairway chairlifts,Conveyors,Construction demolition safety,B,ASME A90.1,platform lifts,toc_navigation
810,Which reference should you open first for hoistways involving platform lifts or stairway chairlifts?,Construction demolition safety,Platform lifts and stairway chairlifts,Existing elevators,Conveyors,B,ASME A90.1,platform lifts,toc_navigation
811,A code question mentions buffers for a platform lift. Where should you start?,Construction demolition safety,Conveyors,Existing elevators,Platform lifts and stairway chairlifts,D,ASME A90.1,platform lifts,toc_navigation
812,"To navigate to rules on door reopening devices, which A90.1 topic is the best first stop?",Platform lifts and stairway chairlifts,Existing elevators,Conveyors,Construction demolition safety,A,ASME A90.1,platform lifts,toc_navigation
813,Which reference should you open first for standby power involving platform lifts or stairway chairlifts?,Conveyors,Construction demolition safety,Platform lifts and stairway chairlifts,Existing elevators,C,ASME A90.1,platform lifts,toc_navigation
814,A code question mentions controller access for a platform lift. Where should you start?,Existing elevators,Platform lifts and stairway chairlifts,Construction demolition safety,Conveyors,B,ASME A90.1,platform lifts,toc_navigation
815,"To navigate to rules on top-of-car clearances, which A90.1 topic is the best first stop?",Platform lifts and stairway chairlifts,Existing elevators,Conveyors,Construction demolition safety,A,ASME A90.1,platform lifts,toc_navigation
816,Which reference should you open first for escalator skirt panels involving platform lifts or stairway chairlifts?,Existing elevators,Construction demolition safety,Platform lifts and stairway chairlifts,Conveyors,C,ASME A90.1,platform lifts,toc_navigation
817,A code question mentions combplates for a platform lift. Where should you start?,Existing elevators,Construction demolition safety,Platform lifts and stairway chairlifts,Conveyors,C,ASME A90.1,platform lifts,toc_navigation
818,"To navigate to rules on moving walks, which A90.1 topic is the best first stop?",Construction demolition safety,Platform lifts and stairway chairlifts,Conveyors,Existing elevators,B,ASME A90.1,platform lifts,toc_navigation
819,Which reference should you open first for wheelchair turning space involving platform lifts or stairway chairlifts?,Platform lifts and stairway chairlifts,Conveyors,Construction demolition safety,Existing elevators,A,ASME A90.1,platform lifts,toc_navigation
820,A code question mentions governors for a platform lift. Where should you start?,Platform lifts and stairway chairlifts,Existing elevators,Construction demolition safety,Conveyors,A,ASME A90.1,platform lifts,toc_navigation
821,"To navigate to rules on counterweights, which A90.1 topic is the best first stop?",Existing elevators,Conveyors,Platform lifts and stairway chairlifts,Construction demolition safety,C,ASME A90.1,platform lifts,toc_navigation
822,Which reference should you open first for emergency operations involving platform lifts or stairway chairlifts?,Platform lifts and stairway chairlifts,Existing elevators,Conveyors,Construction demolition safety,A,ASME A90.1,platform lifts,toc_navigation
823,A code question mentions inspections for a platform lift. Where should you start?,Platform lifts and stairway chairlifts,Conveyors,Existing elevators,Construction demolition safety,A,ASME A90.1,platform lifts,toc_navigation
824,"To navigate to rules on acceptance inspections, which A90.1 topic is the best first stop?",Construction demolition safety,Platform lifts and stairway chairlifts,Conveyors,Existing elevators,B,ASME A90.1,platform lifts,toc_navigation
825,Which reference should you open first for existing installations involving platform lifts or stairway chairlifts?,Construction demolition safety,Conveyors,Existing elevators,Platform lifts and stairway chairlifts,D,ASME A90.1,platform lifts,toc_navigation
826,A code question mentions conveyor guarding for a platform lift. Where should you start?,Construction demolition safety,Conveyors,Platform lifts and stairway chairlifts,Existing elevators,C,ASME A90.1,platform lifts,toc_navigation
827,"To navigate to rules on demolition protection, which A90.1 topic is the best first stop?",Conveyors,Existing elevators,Platform lifts and stairway chairlifts,Construction demolition safety,C,ASME A90.1,platform lifts,toc_navigation
